Time,Roll (x),x,Pitch (y),Yaw (z),R,Theta,Phi,Humidity (%),Temperature (C),Pressure (Millibars),Mag X (microteslas),Mag Y (microteslas),Mag Z (microteslas),Earth Distance (km),Sun Distance (km)
18:06:35,-0.72,2422,-0.76,2.94,6784.12,-7.875,-140.202,39.4,30.1,987.1,-26.43,4.61,22.13,413123,149871089
18:06:36,-0.42,2424,-0.52,2.88,6784.1,-7.774,-140.129,39.6,30.1,987.1,-26.35,4.56,22.02,413101,149871087
18:06:37,-0.17,2426,-0.29,2.89,6784.09,-7.724,-140.092,39.3,30.1,987.1,-26.49,4.58,22.28,413091,149871086
18:06:38,0.07,2428,-0.08,2.97,6784.08,-7.6739999999999995,-140.055,39.8,30.0,987.1,-26.57,4.35,21.99,413080,149871086
18:06:39,0.3,2430,0.1,3.08,6784.07,-7.622999999999999,-140.019,39.4,30.0,987.1,-26.49,4.21,22.56,413069,149871085
18:06:40,0.55,2432,0.25,-3.06,6784.06,-7.5729999999999995,-139.982,39.5,30.1,987.1,-26.27,4.51,22.67,413059,149871084
18:06:42,0.83,2434,0.34,-2.87,6784.05,-7.522,-139.945,39.2,30.0,987.1,-26.23,4.37,22.23,413048,149871083
18:06:43,1.11,2436,0.39,-2.68,6784.04,-7.472,-139.909,40.0,30.0,987.1,-26.46,4.39,22.19,413037,149871083
18:06:44,1.39,2438,0.37,-2.48,6784.03,-7.421,-139.872,39.7,30.1,987.1,-26.45,4.48,22.06,413027,149871082
18:06:45,1.64,2440,0.32,-2.3,6784.02,-7.371,-139.836,39.1,29.9,987.1,-26.62,4.34,22.12,413016,149871081
18:06:46,1.87,2442,0.23,-2.15,6784.0,-7.27,-139.762,39.6,29.8,987.2,-26.82,4.03,22.41,412995,149871097
18:06:47,2.07,2444,0.12,-2.04,6783.98,-7.22,-139.726,39.7,30.0,987.2,-26.99,4.16,22.56,412985,149871097
18:06:48,2.25,2446,-0.01,-1.95,6783.97,-7.169,-139.689,39.4,30.0,987.2,-27.04,4.02,22.64,412974,149871096
18:06:49,2.41,2448,-0.15,-1.89,6783.96,-7.119,-139.653,39.4,29.9,987.1,-26.98,3.81,22.67,412964,149871095
18:06:50,2.56,2450,-0.29,-1.86,6783.95,-7.068,-139.616,39.7,30.1,987.1,-26.65,3.76,22.57,412953,149871094
18:06:52,2.71,2452,-0.42,-1.85,6783.94,-7.018,-139.579,39.4,30.0,987.1,-26.73,3.56,22.25,412943,149871094
18:06:53,2.86,2454,-0.55,-1.86,6783.93,-6.9670000000000005,-139.543,39.8,30.0,987.1,-26.92,3.46,22.55,412933,149871093
18:06:54,-3.03,2456,-0.84,-1.97,6783.92,-6.917000000000001,-139.506,39.8,30.0,987.1,-26.94,3.49,22.4,412922,149871092
18:06:55,-2.44,2458,-1.05,-2.3,6783.91,-6.8660000000000005,-139.47,39.5,30.0,987.1,-26.96,3.84,22.31,412912,149871092
18:06:56,-1.65,2460,-1.08,-2.86,6783.9,-6.816,-139.434,39.8,30.0,987.1,-26.97,3.99,22.45,412902,149871091
18:06:57,-1.01,2462,-0.93,3.01,6783.88,-6.715,-139.361,39.4,30.1,987.1,-26.78,4.0,22.15,412881,149871089
18:06:58,-0.62,2464,-0.71,2.86,6783.87,-6.664,-139.32399999999998,39.6,30.0,987.1,-26.8,4.08,22.0,412871,149871089
18:06:59,-0.34,2466,-0.47,2.82,6783.86,-6.614,-139.28799999999998,39.4,30.0,987.1,-26.66,3.82,21.95,412861,149871088
18:07:00,-0.09,2468,-0.24,2.86,6783.85,-6.563,-139.251,39.5,30.0,987.1,-26.51,3.52,21.79,412851,149871087
18:07:01,0.14,2470,-0.03,2.94,6783.84,-6.513,-139.215,39.6,30.0,987.1,-26.36,3.53,21.79,412840,149871087
18:07:03,0.38,2472,0.14,3.07,6783.83,-6.462000000000001,-139.178,39.9,30.0,987.1,-26.48,3.35,22.21,412830,149871086
18:07:04,0.64,2474,0.27,-3.05,6783.82,-6.412000000000001,-139.142,39.4,30.1,987.1,-26.54,3.09,22.22,412820,149871085
18:07:05,0.92,2476,0.35,-2.87,6783.81,-6.361000000000001,-139.105,39.5,30.0,987.1,-26.79,3.0,22.38,412810,149871085
18:07:06,1.19,2478,0.38,-2.67,6783.8,-6.311,-139.069,39.7,29.9,987.1,-26.8,2.75,22.51,412800,149871084
18:07:07,1.47,2480,0.35,-2.48,6783.79,-6.26,-139.033,39.7,30.0,987.1,-26.65,3.18,22.35,412790,149871083
18:07:08,1.72,2482,0.28,-2.3,6783.77,-6.159,-138.96,39.8,30.0,987.1,-26.42,3.24,22.22,412770,149871082
18:07:09,1.94,2484,0.19,-2.17,6783.76,-6.109,-138.923,39.8,29.9,987.1,-26.4,3.25,21.63,412760,149871082
18:07:10,2.13,2486,0.06,-2.06,6783.75,-6.058,-138.887,39.2,30.0,987.1,-26.4,3.57,22.14,412750,149871081
18:07:11,2.3,2488,-0.07,-1.99,6783.74,-6.007999999999999,-138.851,39.7,29.9,987.1,-26.37,3.32,22.92,412740,149871080
18:07:12,2.45,2490,-0.2,-1.93,6783.73,-5.957000000000001,-138.814,39.6,30.0,987.1,-26.47,2.84,22.6,412730,149871080
18:07:14,2.6,2492,-0.34,-1.9,6783.72,-5.906000000000001,-138.778,39.6,30.2,987.1,-26.58,2.95,23.24,412720,149871079
18:07:15,2.75,2494,-0.48,-1.89,6783.71,-5.856,-138.741,39.8,30.0,987.2,-26.33,2.72,23.15,412711,149871079
18:07:16,2.9,2496,-0.6,-1.9,6783.7,-5.805,-138.705,39.7,30.0,987.1,-26.11,2.67,22.9,412701,149871078
18:07:17,-2.98,2498,-0.89,-2.02,6783.69,-5.755,-138.66899999999998,39.8,30.1,987.1,-26.0,2.45,23.06,412691,149871077
18:07:18,-2.36,2500,-1.09,-2.4,6783.68,-5.704,-138.63299999999998,39.7,30.1,987.1,-26.29,2.45,22.95,412681,149871077
18:07:19,-1.53,2502,-1.09,-3.0,6783.66,-5.603,-138.56,39.5,30.0,987.1,-26.46,2.32,23.17,412662,149871076
18:07:20,-0.92,2504,-0.92,2.9,6783.65,-5.5520000000000005,-138.524,39.4,30.0,987.1,-26.52,2.34,23.11,412652,149871075
18:07:21,-0.55,2506,-0.69,2.77,6783.64,-5.502000000000001,-138.487,40.0,30.0,987.1,-26.46,2.26,23.13,412642,149871074
18:07:22,-0.28,2508,-0.45,2.76,6783.63,-5.4510000000000005,-138.451,39.5,30.1,987.1,-26.53,2.37,22.71,412633,149871092
18:07:23,-0.04,2510,-0.22,2.8,6783.62,-5.401,-138.415,38.9,30.0,987.1,-26.47,2.65,22.62,412623,149871091
18:07:25,0.19,2512,-0.02,2.9,6783.61,-5.35,-138.378,39.4,30.0,987.1,-26.39,2.53,22.88,412614,149871091
18:07:26,0.43,2514,0.14,3.03,6783.6,-5.3,-138.342,39.8,30.0,987.1,-26.02,2.53,22.67,412604,149871090
18:07:27,0.69,2516,0.26,-3.09,6783.59,-5.249,-138.306,39.7,29.9,987.2,-26.0,2.49,22.7,412594,149871090
18:07:28,0.96,2518,0.34,-2.9,6783.58,-5.199,-138.269,39.3,30.1,987.1,-26.1,2.38,22.55,412585,149871089
18:07:29,1.23,2520,0.35,-2.7,6783.57,-5.0969999999999995,-138.197,39.7,30.0,987.1,-25.97,2.45,22.94,412566,149871088
18:07:30,1.49,2522,0.32,-2.52,6783.56,-5.047,-138.161,39.4,30.0,987.1,-25.79,2.29,22.73,412557,149871087
18:07:31,1.74,2524,0.25,-2.35,6783.55,-4.996,-138.124,39.8,29.9,987.1,-25.83,2.19,22.76,412547,149871087
18:07:32,1.95,2526,0.15,-2.22,6783.54,-4.946000000000001,-138.088,39.6,30.0,987.1,-25.98,1.99,22.89,412538,149871086
18:07:33,2.13,2528,0.03,-2.12,6783.53,-4.895,-138.05200000000002,39.8,30.0,987.1,-26.0,1.95,23.07,412528,149871086
18:07:34,2.3,2530,-0.1,-2.04,6783.52,-4.843999999999999,-138.016,39.4,29.9,987.1,-26.03,1.87,23.38,412519,149871085
18:07:36,2.46,2532,-0.24,-1.98,6783.51,-4.794,-137.98,39.9,30.0,987.1,-26.31,1.76,23.31,412510,149871085
18:07:37,2.6,2534,-0.37,-1.95,6783.5,-4.743,-137.94299999999998,39.6,30.1,987.1,-26.51,1.62,23.06,412500,149871084
18:07:38,2.75,2536,-0.51,-1.94,6783.49,-4.692,-137.907,39.5,30.1,987.1,-26.56,1.39,22.83,412491,149871084
18:07:39,2.9,2538,-0.64,-1.95,6783.48,-4.6419999999999995,-137.871,39.3,30.0,987.1,-26.51,1.37,22.63,412482,149871083
18:07:40,-2.96,2540,-0.91,-2.09,6783.46,-4.541,-137.799,40.0,30.1,987.1,-26.48,1.2,23.0,412463,149871082
18:07:41,-2.31,2542,-1.11,-2.49,6783.45,-4.49,-137.762,39.7,30.0,987.1,-25.69,1.31,22.96,412454,149871082
18:07:42,-1.48,2544,-1.09,-3.09,6783.44,-4.439,-137.726,39.4,30.0,987.1,-26.18,1.2,23.09,412445,149871082
18:07:43,-0.89,2546,-0.91,2.84,6783.44,-4.388999999999999,-137.69,39.7,30.1,987.1,-26.11,1.58,23.41,412436,149871081
18:07:44,-0.53,2548,-0.68,2.72,6783.43,-4.338,-137.654,39.4,30.1,987.1,-26.18,1.47,23.34,412427,149871081
18:07:46,-0.26,2550,-0.44,2.7,6783.42,-4.288,-137.618,39.4,30.0,987.1,-26.12,1.11,23.13,412418,149871080
18:07:47,-0.02,2552,-0.21,2.76,6783.41,-4.237,-137.582,39.6,30.0,987.1,-25.93,1.01,22.87,412409,149871080
18:07:48,0.21,2554,-0.01,2.85,6783.4,-4.186,-137.546,39.7,30.1,987.1,-25.92,1.3,22.85,412400,149871079
18:07:49,0.45,2556,0.15,2.99,6783.39,-4.136,-137.509,39.5,29.9,987.1,-25.72,1.25,22.35,412391,149871079
18:07:50,0.71,2558,0.27,-3.12,6783.38,-4.085,-137.47299999999998,39.5,30.1,987.1,-25.99,1.44,22.93,412382,149871078
18:07:51,0.99,2560,0.34,-2.93,6783.36,-3.984,-137.401,39.4,30.0,987.1,-25.86,1.36,22.76,412364,149871078
18:07:52,1.26,2562,0.35,-2.73,6783.36,-3.9330000000000003,-137.365,39.8,30.0,987.1,-25.69,1.13,23.09,412355,149871077
18:07:53,1.52,2564,0.32,-2.55,6783.35,-3.8819999999999997,-137.329,39.7,30.1,987.1,-25.85,1.14,22.93,412346,149871077
18:07:54,1.75,2566,0.24,-2.39,6783.34,-3.832,-137.292,39.5,30.1,987.1,-25.66,1.17,23.06,412337,149871076
18:07:55,1.96,2568,0.14,-2.25,6783.33,-3.781,-137.256,39.6,30.1,987.1,-25.75,1.04,22.99,412329,149871076
18:07:57,2.22,2570,0.02,-2.15,6783.32,-3.7310000000000003,-137.22,39.8,30.0,987.1,-25.57,0.69,22.96,412320,149871076
18:07:58,2.39,2572,-0.12,-2.09,6783.31,-3.68,-137.184,39.4,30.1,987.1,-25.64,0.71,22.67,412311,149871075
18:07:59,2.46,2574,-0.26,-2.05,6783.3,-3.6289999999999996,-137.148,39.8,29.9,987.1,-26.39,0.63,22.65,412302,149871075
18:08:00,2.6,2576,-0.4,-2.02,6783.29,-3.5789999999999997,-137.112,39.8,30.0,987.1,-26.54,0.61,22.96,412293,149871092
18:08:01,2.75,2578,-0.53,-2.01,6783.28,-3.528,-137.076,39.4,30.0,987.1,-26.47,0.36,23.28,412285,149871092
18:08:02,2.89,2580,-0.66,-2.01,6783.27,-3.426,-137.004,40.2,30.0,987.1,-26.47,0.28,23.74,412267,149871091
18:08:03,-2.97,2582,-0.94,-2.14,6783.26,-3.3760000000000003,-136.968,39.6,30.1,987.1,-26.3,0.24,23.43,412259,149871091
18:08:04,-2.29,2584,-1.12,-2.57,6783.25,-3.325,-136.93200000000002,40.0,30.0,987.1,-26.19,0.31,23.62,412250,149871091
18:08:05,-1.44,2586,-1.11,3.09,6783.24,-3.2739999999999996,-136.89600000000002,39.6,30.1,987.1,-26.25,0.02,23.65,412242,149871090
18:08:06,-0.85,2588,-0.92,2.75,6783.23,-3.2239999999999998,-136.859,40.2,30.0,987.0,-26.16,0.08,23.86,412233,149871090
18:08:08,-0.5,2590,-0.68,2.64,6783.22,-3.173,-136.82399999999998,39.8,30.0,987.1,-26.12,-0.04,23.4,412225,149871090
18:08:09,-0.24,2592,-0.44,2.64,6783.22,-3.122,-136.78799999999998,39.9,30.0,987.1,-26.26,0.06,23.61,412216,149871089
18:08:10,0.07,2594,-0.23,2.71,6783.21,-3.072,-136.751,39.3,30.0,987.1,-26.01,0.24,24.19,412208,149871089
18:08:11,0.3,2596,-0.04,2.82,6783.2,-3.0210000000000004,-136.715,39.7,30.1,987.1,-26.19,-0.03,23.74,412199,149871089
18:08:12,0.53,2598,0.12,2.97,6783.18,-2.92,-136.643,39.6,30.1,987.1,-26.29,-0.01,23.89,412182,149871088
18:08:13,0.79,2600,0.22,-3.14,6783.17,-2.8689999999999998,-136.607,39.7,30.0,987.1,-26.33,0.08,23.67,412174,149871088
18:08:14,1.05,2602,0.28,-2.94,6783.17,-2.818,-136.571,39.6,30.1,987.1,-26.48,0.16,23.88,412166,149871088
18:08:15,1.31,2604,0.28,-2.76,6783.16,-2.7680000000000002,-136.535,40.0,30.0,987.1,-26.37,-0.14,24.05,412157,149871087
18:08:16,1.55,2606,0.25,-2.58,6783.15,-2.717,-136.499,39.7,30.0,987.1,-26.36,-0.05,24.02,412149,149871087
18:08:17,1.77,2608,0.17,-2.42,6783.14,-2.6660000000000004,-136.463,39.6,30.0,987.1,-26.39,-0.13,24.15,412141,149871087
18:08:19,1.97,2610,0.07,-2.29,6783.13,-2.616,-136.42700000000002,39.8,30.0,987.1,-26.24,0.14,24.18,412133,149871086
18:08:20,2.14,2612,-0.05,-2.18,6783.12,-2.565,-136.391,39.6,30.0,987.1,-26.35,0.12,23.99,412124,149871086
18:08:21,2.3,2614,-0.18,-2.1,6783.12,-2.5140000000000002,-136.355,39.4,30.0,987.1,-26.15,0.35,23.66,412116,149871086
18:08:22,2.44,2616,-0.32,-2.04,6783.11,-2.464,-136.319,39.6,30.1,987.1,-26.21,-0.11,23.68,412108,149871086
18:08:23,2.5,2618,-0.45,-1.99,6783.09,-2.362,-136.247,39.6,30.1,987.1,-25.99,-0.2,23.69,412092,149871085
18:08:24,2.63,2620,-0.58,-1.95,6783.08,-2.311,-136.211,40.0,30.0,987.1,-26.19,-0.38,23.5,412084,149871085
18:08:25,2.76,2622,-0.71,-1.93,6783.08,-2.261,-136.175,39.8,30.0,987.1,-25.7,-0.52,23.62,412076,149871085
18:08:26,3.14,2624,-1.0,-2.02,6783.07,-2.21,-136.139,39.6,30.0,987.1,-25.83,-0.31,23.37,412068,149871084
18:08:27,-2.44,2626,-1.22,-2.46,6783.06,-2.1590000000000003,-136.10299999999998,39.8,30.1,987.1,-25.67,-0.67,23.77,412060,149871084
18:08:29,-1.38,2628,-1.21,3.02,6783.05,-2.109,-136.067,39.8,30.0,987.1,-25.74,-0.65,23.92,412052,149871084
18:08:30,-0.76,2630,-1.01,2.64,6783.04,-2.0580000000000003,-136.031,39.8,30.0,987.1,-25.65,-0.95,23.9,412044,149871084
18:08:31,-0.42,2632,-0.76,2.55,6783.04,-2.0069999999999997,-135.995,39.6,29.9,987.1,-25.38,-1.03,23.97,412036,149871084
18:08:32,-0.17,2634,-0.52,2.57,6783.03,-1.9569999999999999,-135.959,39.6,30.0,987.1,-25.34,-1.26,24.1,412028,149871083
18:08:33,0.05,2636,-0.3,2.64,6783.02,-1.906,-135.923,39.5,30.0,987.1,-25.33,-1.27,24.11,412020,149871083
18:08:34,0.27,2638,-0.1,2.76,6783.0,-1.804,-135.851,39.9,30.0,987.1,-25.02,-1.37,24.0,412004,149871083
18:08:35,0.5,2640,0.05,2.9,6783.0,-1.754,-135.815,39.2,30.0,987.1,-25.34,-1.61,24.1,411997,149871083
18:08:36,0.74,2642,0.17,3.07,6782.99,-1.703,-135.779,39.4,29.9,987.1,-25.47,-1.56,24.11,411989,149871100
18:08:37,1.0,2644,0.24,-3.02,6782.98,-1.652,-135.743,39.6,30.0,987.1,-25.45,-1.33,23.92,411981,149871100
18:08:38,1.25,2646,0.26,-2.83,6782.97,-1.6019999999999999,-135.707,39.7,29.9,987.1,-25.36,-1.41,24.06,411973,149871100
18:08:40,1.5,2648,0.23,-2.65,6782.97,-1.551,-135.671,39.3,30.0,987.1,-25.36,-1.5,24.08,411966,149871100
18:08:41,1.72,2650,0.17,-2.49,6782.96,-1.5,-135.635,39.7,30.1,987.1,-25.13,-1.43,23.75,411958,149871100
18:08:42,1.91,2652,0.07,-2.35,6782.95,-1.449,-135.599,39.9,30.0,987.1,-25.23,-1.55,23.59,411950,149871100
18:08:43,2.09,2654,-0.04,-2.24,6782.94,-1.399,-135.564,39.7,30.0,987.1,-25.15,-1.43,24.01,411943,149871099
18:08:44,2.25,2656,-0.16,-2.15,6782.94,-1.348,-135.528,39.4,30.0,987.1,-25.16,-1.71,23.52,411935,149871099
18:08:45,2.4,2658,-0.29,-2.09,6782.92,-1.247,-135.45600000000002,39.7,30.1,987.1,-25.32,-1.57,23.83,411920,149871099
18:08:46,2.54,2660,-0.42,-2.04,6782.91,-1.196,-135.42,39.8,29.9,987.1,-25.56,-1.76,24.04,411913,149871099
18:08:47,2.68,2662,-0.55,-2.02,6782.9,-1.145,-135.384,39.3,30.0,987.1,-25.14,-1.65,24.52,411905,149871099
18:08:48,2.83,2664,-0.68,-2.02,6782.9,-1.094,-135.34799999999998,40.1,30.0,987.1,-25.34,-1.72,24.22,411898,149871099
18:08:49,-3.05,2666,-0.97,-2.14,6782.89,-1.044,-135.312,39.8,30.0,987.1,-25.64,-1.82,24.53,411890,149871099
18:08:51,-2.36,2668,-1.17,-2.57,6782.88,-0.993,-135.276,39.8,30.0,987.1,-25.6,-1.99,24.67,411883,149871098
18:08:52,-1.42,2670,-1.16,3.01,6782.88,-0.9420000000000001,-135.24,39.7,30.1,987.1,-25.55,-2.16,24.47,411875,149871098
18:08:53,-0.81,2672,-0.96,2.64,6782.87,-0.8909999999999999,-135.204,39.9,29.9,987.1,-25.94,-2.35,24.63,411868,149871098
18:08:54,-0.46,2674,-0.72,2.53,6782.86,-0.841,-135.168,39.7,30.0,987.1,-26.08,-2.21,24.67,411861,149871098
18:08:55,-0.2,2676,-0.48,2.54,6782.85,-0.7390000000000001,-135.096,39.6,30.0,987.1,-25.76,-2.02,24.3,411846,149871098
18:08:56,0.02,2678,-0.25,2.61,6782.84,-0.6890000000000001,-135.06,39.7,29.9,987.1,-25.52,-1.83,24.04,411839,149871098
18:08:57,0.25,2680,-0.05,2.72,6782.83,-0.638,-135.024,39.7,30.0,987.1,-25.47,-1.57,24.06,411832,149871098
18:08:58,0.49,2682,0.1,2.86,6782.82,-0.5870000000000001,-134.988,39.8,29.9,987.1,-25.44,-1.51,24.43,411824,149871098
18:08:59,0.74,2684,0.21,3.03,6782.82,-0.536,-134.952,39.7,29.9,987.1,-25.07,-1.89,23.97,411817,149871098
18:09:00,1.0,2686,0.28,-3.07,6782.81,-0.486,-134.916,40.1,30.0,987.1,-25.3,-2.01,24.91,411810,149871098
18:09:02,1.18,2688,0.3,-2.87,6782.8,-0.435,-134.881,39.4,29.9,987.1,-25.25,-2.33,24.4,411803,149871098
18:09:03,1.44,2690,0.29,-2.69,6782.8,-0.384,-134.844,39.9,30.0,987.1,-25.14,-2.33,23.93,411796,149871098
18:09:04,1.67,2692,0.23,-2.52,6782.79,-0.33399999999999996,-134.809,40.0,30.0,987.1,-25.26,-2.65,24.08,411789,149871098
18:09:05,1.88,2694,0.14,-2.38,6782.78,-0.28300000000000003,-134.773,39.7,30.0,987.1,-25.09,-3.05,24.36,411782,149871098
18:09:06,2.07,2696,0.03,-2.27,6782.77,-0.18100000000000002,-134.701,39.9,30.0,987.1,-25.15,-2.87,24.44,411768,149871098
18:09:07,2.24,2698,-0.1,-2.18,6782.76,-0.131,-134.665,39.5,30.0,987.1,-25.16,-3.05,24.64,411761,149871098
18:09:08,2.4,2700,-0.23,-2.12,6782.75,-0.08,-134.629,39.8,30.0,987.1,-25.26,-2.93,24.84,411754,149871098
18:09:09,2.55,2702,-0.36,-2.08,6782.75,-0.028999999999999998,-134.593,39.5,30.0,987.1,-25.11,-3.01,24.99,411747,149871098
18:09:10,2.69,2704,-0.49,-2.06,6782.74,-0.022000000000000002,-134.55700000000002,39.4,30.1,987.1,-25.31,-3.03,24.98,411740,149871098
18:09:12,2.84,2706,-0.62,-2.06,6782.73,-0.07200000000000001,-134.52100000000002,39.8,30.0,987.1,-25.25,-3.01,24.79,411733,149871098
18:09:13,-3.05,2708,-0.9,-2.16,6782.73,-0.12300000000000001,-134.485,39.5,30.1,987.1,-25.32,-3.11,24.79,411726,149871098
18:09:14,-2.42,2710,-1.11,-2.54,6782.72,-0.174,-134.44899999999998,39.6,30.1,987.1,-25.49,-3.27,24.92,411720,149871115
18:09:15,-1.55,2712,-1.13,3.11,6782.71,-0.22399999999999998,-134.41299999999998,39.4,30.1,987.1,-25.44,-3.27,24.62,411713,149871115
18:09:16,-0.91,2714,-0.96,2.7,6782.71,-0.275,-134.378,39.8,29.9,987.1,-25.37,-3.43,24.76,411706,149871116
18:09:17,-0.53,2716,-0.72,2.56,6782.69,-0.377,-134.306,39.6,30.0,987.1,-25.52,-3.52,24.55,411693,149871116
18:09:18,-0.18,2718,-0.49,2.56,6782.69,-0.428,-134.269,40.0,30.0,987.1,-25.45,-3.41,24.73,411686,149871116
18:09:19,0.04,2720,-0.27,2.63,6782.68,-0.478,-134.234,39.8,30.0,987.1,-25.34,-2.62,24.99,411679,149871116
18:09:20,0.27,2722,-0.07,2.73,6782.67,-0.529,-134.19799999999998,39.7,30.0,987.1,-25.26,-2.81,25.07,411673,149871116
18:09:21,0.5,2724,0.09,2.87,6782.67,-0.58,-134.162,39.8,30.0,987.1,-25.2,-2.98,25.13,411666,149871116
18:09:23,0.75,2726,0.2,3.04,6782.66,-0.63,-134.126,39.9,30.0,987.1,-25.47,-2.79,24.97,411660,149871116
18:09:24,1.08,2728,0.26,-3.05,6782.65,-0.6809999999999999,-134.09,39.8,30.0,987.1,-25.52,-2.96,25.44,411653,149871116
18:09:25,1.33,2730,0.26,-2.86,6782.65,-0.732,-134.054,39.6,29.9,987.1,-25.22,-3.24,25.18,411647,149871116
18:09:26,1.65,2732,0.21,-2.69,6782.64,-0.7829999999999999,-134.018,39.5,30.0,987.1,-24.96,-3.16,25.31,411640,149871116
18:09:27,1.86,2734,0.12,-2.54,6782.63,-0.833,-133.982,39.9,30.0,987.1,-24.76,-3.35,25.26,411634,149871116
18:09:28,2.04,2736,0.01,-2.41,6782.62,-0.935,-133.91,39.6,29.9,987.1,-24.65,-3.57,25.54,411621,149871116
18:09:29,2.21,2738,-0.11,-2.32,6782.61,-0.986,-133.874,39.9,30.0,987.1,-24.91,-3.87,24.9,411614,149871117
18:09:30,2.36,2740,-0.25,-2.25,6782.61,1.036,-133.838,39.7,29.9,987.1,-25.14,-3.55,24.78,411608,149871117
18:09:31,2.51,2742,-0.38,-2.2,6782.6,1.087,-133.80200000000002,39.7,30.0,987.0,-25.17,-3.52,25.04,411602,149871117
18:09:32,2.65,2744,-0.52,-2.16,6782.6,1.138,-133.766,39.5,30.0,987.1,-25.12,-3.75,25.07,411595,149871117
18:09:34,2.79,2746,-0.65,-2.16,6782.59,1.188,-133.73,39.8,30.0,987.1,-25.22,-3.88,25.21,411589,149871117
18:09:35,-3.11,2748,-0.94,-2.25,6782.58,1.239,-133.694,39.7,30.1,987.1,-25.09,-3.92,25.21,411583,149871117
18:09:36,-2.47,2750,-1.15,-2.63,6782.58,1.29,-133.658,39.7,30.0,987.0,-25.12,-3.9,25.47,411577,149871117
18:09:37,-1.53,2752,-1.16,2.96,6782.57,1.341,-133.622,39.4,30.0,987.1,-25.13,-4.01,25.48,411570,149871117
18:09:38,-0.89,2754,-0.98,2.55,6782.56,1.442,-133.55100000000002,39.8,30.0,987.1,-25.2,-3.67,25.32,411558,149871118
18:09:39,-0.52,2756,-0.74,2.43,6782.55,1.493,-133.515,39.7,30.0,987.1,-25.05,-3.75,25.54,411552,149871118
18:09:40,-0.25,2758,-0.5,2.42,6782.55,1.5430000000000001,-133.47899999999998,39.8,30.0,987.1,-25.1,-3.73,25.36,411546,149871118
18:09:41,-0.03,2760,-0.27,2.48,6782.54,1.594,-133.44299999999998,39.5,30.0,987.1,-25.18,-3.73,25.54,411540,149871118
18:09:42,0.19,2762,-0.07,2.58,6782.53,1.645,-133.407,39.6,30.0,987.0,-25.24,-4.04,25.41,411534,149871118
18:09:43,0.43,2764,0.09,2.71,6782.53,1.696,-133.371,39.6,29.9,987.1,-25.15,-4.13,25.51,411528,149871119
18:09:45,0.68,2766,0.22,2.88,6782.52,1.746,-133.335,39.5,30.0,987.1,-25.25,-4.09,25.33,411522,149871119
18:09:46,0.95,2768,0.29,3.07,6782.52,1.797,-133.299,40.0,30.0,987.1,-25.46,-4.26,25.3,411516,149871119
18:09:47,1.21,2770,0.32,-3.02,6782.51,1.848,-133.263,39.8,30.0,987.1,-25.12,-4.53,25.18,411510,149871119
18:09:48,1.47,2772,0.29,-2.83,6782.5,1.8980000000000001,-133.227,39.3,29.8,987.1,-25.41,-4.51,25.13,411504,149871119
18:09:49,1.7,2774,0.23,-2.66,6782.49,2.0,-133.155,39.7,30.1,987.1,-25.27,-4.54,25.48,411492,149871120
18:09:50,1.92,2776,0.13,-2.52,6782.49,2.051,-133.119,39.8,30.0,987.0,-25.25,-4.46,25.47,411487,149871138
18:09:51,2.1,2778,0.02,-2.4,6782.48,2.101,-133.083,39.7,30.1,987.1,-25.03,-4.43,25.97,411481,149871138
18:09:52,2.27,2780,-0.11,-2.32,6782.48,2.1519999999999997,-133.047,39.6,30.0,987.1,-24.96,-4.56,25.79,411475,149871138
18:09:53,2.34,2782,-0.24,-2.25,6782.47,2.2030000000000003,-133.011,39.1,30.0,987.1,-25.05,-4.68,25.99,411469,149871139
18:09:55,2.48,2784,-0.37,-2.2,6782.46,2.253,-132.975,39.8,29.9,987.1,-24.95,-4.82,26.12,411463,149871139
18:09:56,2.62,2786,-0.51,-2.16,6782.46,2.3040000000000003,-132.939,39.9,30.0,987.1,-24.87,-4.95,25.74,411458,149871139
18:09:57,2.84,2788,-0.63,-2.15,6782.45,2.355,-132.903,39.3,29.9,987.1,-24.91,-4.78,25.86,411452,149871139
18:09:58,-3.04,2790,-0.92,-2.26,6782.45,2.406,-132.86700000000002,39.9,29.9,987.2,-24.88,-4.64,25.36,411446,149871139
18:09:59,-2.41,2792,-1.12,-2.64,6782.44,2.456,-132.83100000000002,39.9,29.9,987.1,-24.81,-4.49,25.52,411441,149871140
18:10:00,-1.53,2794,-1.13,3.0,6782.43,2.5580000000000003,-132.759,39.9,30.0,987.1,-24.5,-4.53,25.42,411430,149871140
18:10:01,-0.9,2796,-0.95,2.6,6782.42,2.608,-132.72299999999998,39.6,30.0,987.1,-24.34,-4.48,25.11,411424,149871141
18:10:02,-0.52,2798,-0.71,2.47,6782.42,2.659,-132.687,40.0,30.1,987.1,-24.45,-4.72,24.56,411419,149871141
18:10:03,-0.25,2800,-0.46,2.46,6782.41,2.71,-132.651,39.8,30.0,987.1,-24.54,-4.93,25.13,411413,149871141
18:10:05,-0.01,2802,-0.23,2.52,6782.41,2.761,-132.615,39.6,30.0,987.1,-24.55,-4.91,25.6,411408,149871141
18:10:06,0.23,2804,-0.02,2.63,6782.4,2.8110000000000004,-132.579,39.3,30.0,987.1,-24.72,-5.22,25.46,411402,149871142
