Time,Roll (x),x,Pitch (y),Yaw (z),R,Theta,Phi,Humidity (%),Temperature (C),Pressure (Millibars),Mag X (microteslas),Mag Y (microteslas),Mag Z (microteslas),Earth Distance (km),Sun Distance (km)
17:44:18,0.35,0,0.02,-2.09,6797.99,-51.174,131.49,38.6,30.5,987.2,-9.0,19.93,9.59,426992,149872905
17:44:20,0.6,2,0.15,-1.93,6798.0,-51.184,131.588,38.5,30.6,987.2,-15.03,32.73,15.3,426997,149872906
17:44:21,0.85,4,0.25,-1.74,6798.0,-51.192,131.686,38.5,30.5,987.2,-18.78,40.68,19.17,427002,149872907
17:44:22,1.12,6,0.29,-1.54,6798.01,-51.201,131.784,39.0,30.5,987.2,-21.65,46.07,21.9,427008,149872908
17:44:23,1.38,8,0.28,-1.35,6798.02,-51.218999999999994,131.97899999999998,38.4,30.5,987.2,-23.17,49.25,23.75,427018,149872909
17:44:24,1.62,10,0.23,-1.17,6798.02,-51.227,132.078,38.5,30.6,987.2,-24.26,50.73,24.59,427023,149872910
17:44:25,1.83,12,0.15,-1.01,6798.03,-51.236000000000004,132.17600000000002,38.2,30.6,987.2,-24.79,52.27,24.64,427028,149872911
17:44:26,2.02,14,0.04,-0.89,6798.03,-51.244,132.274,38.6,30.5,987.2,-25.14,53.43,25.03,427034,149872911
17:44:27,2.19,16,-0.08,-0.79,6798.04,-51.251999999999995,132.372,38.6,30.6,987.2,-25.49,54.01,25.54,427039,149872912
17:44:28,2.35,18,-0.21,-0.71,6798.04,-51.26,132.47,38.6,30.6,987.2,-25.49,54.39,25.74,427044,149872913
17:44:30,2.5,20,-0.35,-0.66,6798.05,-51.268,132.56799999999998,38.1,30.5,987.2,-25.78,54.68,25.83,427049,149872914
17:44:31,2.81,22,-0.66,-0.61,6798.05,-51.276,132.666,38.3,30.5,987.2,-25.84,54.75,25.81,427054,149872914
17:44:32,-3.07,24,-0.95,-0.71,6798.06,-51.284,132.765,38.5,30.5,987.2,-25.83,54.79,25.81,427059,149872915
17:44:33,-2.41,26,-1.15,-1.12,6798.06,-51.292,132.863,38.3,30.5,987.2,-25.83,54.9,25.92,427064,149872916
17:44:34,-1.47,28,-1.15,-1.82,6798.07,-51.308,133.06,38.5,30.5,987.2,-25.79,54.89,25.87,427073,149872917
17:44:35,-0.85,30,-0.97,-2.2,6798.08,-51.315,133.158,38.4,30.6,987.2,-25.81,54.81,26.02,427078,149872918
17:44:36,-0.49,32,-0.72,-2.31,6798.08,-51.323,133.257,38.3,30.6,987.2,-25.79,54.72,25.91,427083,149872919
17:44:37,-0.23,34,-0.48,-2.31,6798.09,-51.33,133.355,38.5,30.6,987.2,-25.82,54.89,25.65,427088,149872937
17:44:38,0.0,36,-0.25,-2.24,6798.09,-51.336999999999996,133.454,38.5,30.6,987.2,-25.82,54.93,25.81,427092,149872938
17:44:39,0.23,38,-0.05,-2.14,6798.1,-51.343999999999994,133.55200000000002,38.7,30.6,987.2,-25.82,54.92,25.44,427097,149872939
17:44:41,0.47,40,0.11,-1.99,6798.1,-51.351000000000006,133.651,38.8,30.6,987.2,-25.99,54.84,25.24,427102,149872939
17:44:42,0.73,42,0.23,-1.82,6798.11,-51.358000000000004,133.749,38.8,30.6,987.2,-25.88,54.85,25.1,427106,149872940
17:44:43,0.99,44,0.3,-1.63,6798.11,-51.365,133.84799999999998,38.6,30.6,987.2,-25.91,54.78,25.27,427111,149872941
17:44:44,1.26,46,0.31,-1.43,6798.12,-51.372,133.947,38.5,30.5,987.2,-26.05,54.72,25.23,427115,149872941
17:44:45,1.51,48,0.28,-1.24,6798.12,-51.386,134.144,38.6,30.6,987.2,-25.87,54.89,25.23,427124,149872942
17:44:46,1.75,50,0.21,-1.07,6798.13,-51.391999999999996,134.243,38.6,30.5,987.2,-26.12,54.83,25.28,427129,149872943
17:44:47,1.95,52,0.11,-0.94,6798.13,-51.398,134.342,38.6,30.6,987.2,-26.1,54.97,25.41,427133,149872944
17:44:48,2.14,54,-0.01,-0.83,6798.14,-51.405,134.441,38.5,30.5,987.2,-26.25,54.85,25.21,427137,149872944
17:44:49,2.3,56,-0.15,-0.74,6798.14,-51.411,134.539,38.6,30.5,987.2,-26.18,54.91,25.03,427142,149872945
17:44:50,2.45,58,-0.28,-0.68,6798.15,-51.417,134.638,38.7,30.6,987.2,-25.95,54.71,25.15,427146,149872945
17:44:52,2.77,60,-0.59,-0.63,6798.15,-51.423,134.737,38.8,30.5,987.2,-25.86,54.83,25.37,427150,149872946
17:44:53,-3.14,62,-0.88,-0.7,6798.15,-51.428999999999995,134.836,38.5,30.6,987.2,-25.8,54.76,25.45,427154,149872946
17:44:54,-2.54,64,-1.11,-1.03,6798.16,-51.435,134.935,38.6,30.5,987.2,-25.65,54.58,25.59,427158,149872947
17:44:55,-1.65,66,-1.15,-1.68,6798.16,-51.441,135.034,38.3,30.5,987.2,-25.79,54.69,25.89,427163,149872948
17:44:56,-0.96,68,-0.99,-2.13,6798.17,-51.452,135.232,38.6,30.6,987.2,-25.93,54.85,25.64,427171,149872949
17:44:57,-0.57,70,-0.76,-2.28,6798.18,-51.458,135.33100000000002,38.6,30.6,987.2,-26.3,54.88,25.73,427175,149872949
17:44:58,-0.29,72,-0.51,-2.3,6798.18,-51.464,135.43,38.5,30.5,987.2,-26.17,54.94,25.26,427179,149872950
17:44:59,-0.05,74,-0.28,-2.25,6798.18,-51.468999999999994,135.529,38.6,30.5,987.2,-26.17,54.66,25.44,427183,149872950
17:45:00,0.18,76,-0.08,-2.16,6798.19,-51.474,135.628,39.0,30.5,987.2,-25.99,55.03,25.26,427187,149872951
17:45:02,0.41,78,0.09,-2.02,6798.19,-51.479,135.72799999999998,39.1,30.5,987.2,-25.98,54.82,25.08,427190,149872951
17:45:03,0.69,80,0.24,-1.83,6798.19,-51.483999999999995,135.827,39.0,30.5,987.2,-25.96,54.72,25.28,427194,149872952
17:45:04,0.98,82,0.31,-1.63,6798.2,-51.489,135.92600000000002,38.5,30.5,987.2,-26.12,54.55,25.2,427198,149872952
17:45:05,1.27,84,0.33,-1.42,6798.21,-51.498999999999995,136.124,38.7,30.6,987.2,-26.3,54.45,24.83,427206,149872953
17:45:06,1.55,86,0.29,-1.21,6798.21,-51.504,136.224,38.8,30.5,987.2,-26.46,54.34,25.08,427209,149872953
17:45:07,1.79,88,0.21,-1.04,6798.21,-51.50899999999999,136.32299999999998,38.9,30.5,987.2,-26.24,54.33,24.87,427213,149872954
17:45:09,2.01,90,0.1,-0.9,6798.22,-51.513000000000005,136.422,38.6,30.6,987.2,-26.47,54.29,24.62,427217,149872954
17:45:10,2.19,92,-0.03,-0.8,6798.22,-51.518,136.52200000000002,38.7,30.6,987.2,-26.21,54.35,24.35,427220,149872955
17:45:11,2.35,94,-0.16,-0.73,6798.22,-51.522,136.621,38.5,30.6,987.2,-26.22,54.38,24.74,427224,149872955
17:45:12,2.5,96,-0.3,-0.68,6798.23,-51.526,136.72,38.5,30.5,987.2,-26.26,54.38,24.53,427227,149872955
17:45:13,2.82,98,-0.61,-0.64,6798.23,-51.535,136.91899999999998,38.7,30.5,987.2,-26.42,54.58,24.9,427234,149872956
17:45:14,-3.07,100,-0.9,-0.74,6798.24,-51.538999999999994,137.019,38.6,30.6,987.2,-26.49,54.54,25.04,427238,149872974
17:45:15,-2.44,102,-1.11,-1.11,6798.24,-51.542,137.118,39.1,30.6,987.1,-26.81,54.53,24.6,427241,149872975
17:45:16,-1.48,104,-1.12,-1.75,6798.24,-51.54600000000001,137.218,38.8,30.5,987.2,-26.58,54.46,24.43,427244,149872975
17:45:17,-0.88,106,-0.94,-2.11,6798.25,-51.55,137.317,38.9,30.5,987.2,-26.59,54.11,24.64,427248,149872975
17:45:19,-0.52,108,-0.7,-2.23,6798.25,-51.553999999999995,137.417,38.5,30.5,987.2,-26.57,54.55,24.64,427251,149872976
17:45:20,-0.25,110,-0.46,-2.24,6798.25,-51.558,137.516,38.6,30.5,987.2,-26.59,54.48,24.6,427254,149872976
17:45:21,-0.02,112,-0.24,-2.19,6798.26,-51.56100000000001,137.616,38.8,30.5,987.2,-26.68,54.43,24.63,427257,149872976
17:45:22,0.22,114,-0.04,-2.09,6798.26,-51.56399999999999,137.715,38.6,30.5,987.2,-26.68,54.55,24.61,427261,149872977
17:45:23,0.46,116,0.13,-1.95,6798.26,-51.568000000000005,137.815,38.7,30.6,987.2,-26.7,54.62,24.71,427264,149872977
17:45:24,0.72,118,0.25,-1.78,6798.27,-51.574,138.014,38.3,30.6,987.2,-26.66,54.43,24.28,427270,149872978
17:45:25,0.98,120,0.32,-1.59,6798.27,-51.577,138.114,38.7,30.5,987.2,-26.75,54.53,24.23,427273,149872978
17:45:26,1.26,122,0.33,-1.39,6798.28,-51.58,138.213,38.8,30.5,987.2,-26.79,54.41,24.53,427276,149872978
17:45:27,1.51,124,0.3,-1.21,6798.28,-51.582,138.313,38.6,30.5,987.2,-26.88,54.56,24.73,427279,149872978
17:45:28,1.75,126,0.23,-1.04,6798.28,-51.585,138.412,38.8,30.5,987.1,-27.07,54.51,24.68,427282,149872979
17:45:30,1.95,128,0.13,-0.91,6798.28,-51.588,138.512,38.6,30.5,987.2,-27.07,54.42,24.73,427285,149872979
17:45:31,2.14,130,0.01,-0.8,6798.29,-51.591,138.612,38.6,30.4,987.2,-26.96,54.43,24.78,427287,149872979
17:45:32,2.3,132,-0.12,-0.72,6798.29,-51.593,138.711,38.9,30.5,987.2,-26.86,54.4,24.86,427290,149872979
17:45:33,2.46,134,-0.26,-0.67,6798.29,-51.595,138.811,38.7,30.6,987.2,-26.87,54.22,23.99,427293,149872980
17:45:34,2.77,136,-0.57,-0.61,6798.3,-51.598,138.911,38.5,30.5,987.1,-26.72,54.32,24.12,427296,149872980
17:45:35,-3.13,138,-0.86,-0.69,6798.3,-51.602,139.11,38.7,30.5,987.2,-26.72,54.41,24.29,427301,149872980
17:45:36,-2.56,140,-1.09,-1.0,6798.3,-51.604,139.21,38.8,30.6,987.2,-26.67,54.42,24.29,427304,149872980
17:45:37,-1.69,142,-1.14,-1.63,6798.31,-51.606,139.31,38.6,30.5,987.2,-26.76,54.31,24.38,427306,149872981
17:45:38,-1.0,144,-0.99,-2.09,6798.31,-51.608000000000004,139.409,38.4,30.5,987.2,-26.67,54.13,24.54,427309,149872981
17:45:39,-0.59,146,-0.76,-2.25,6798.31,-51.608999999999995,139.509,38.5,30.4,987.2,-26.86,53.69,24.49,427311,149872981
17:45:41,-0.31,148,-0.51,-2.28,6798.31,-51.611000000000004,139.609,38.6,30.5,987.2,-26.55,53.62,24.34,427314,149872981
17:45:42,-0.07,150,-0.29,-2.23,6798.32,-51.613,139.709,38.8,30.6,987.2,-26.71,53.96,24.34,427316,149872981
17:45:43,0.16,152,-0.08,-2.14,6798.32,-51.614,139.809,38.6,30.6,987.2,-26.68,54.1,24.26,427319,149872981
17:45:44,0.4,154,0.1,-2.01,6798.32,-51.615,139.908,38.8,30.5,987.2,-26.84,54.4,24.25,427321,149872981
17:45:45,0.65,156,0.23,-1.85,6798.32,-51.61600000000001,140.00799999999998,38.9,30.5,987.2,-26.82,54.17,24.64,427323,149872982
17:45:46,0.92,158,0.3,-1.66,6798.33,-51.619,140.208,39.0,30.6,987.1,-26.57,54.03,24.42,427328,149872982
17:45:47,1.19,160,0.33,-1.46,6798.33,-51.62,140.308,39.1,30.5,987.2,-26.86,53.81,24.41,427330,149872982
17:45:48,1.45,162,0.31,-1.27,6798.33,-51.621,140.407,39.2,30.5,987.2,-26.91,53.6,24.17,427332,149872982
17:45:49,1.69,164,0.25,-1.1,6798.33,-51.621,140.507,38.6,30.5,987.2,-27.17,53.67,23.99,427334,149872982
17:45:50,1.91,166,0.15,-0.96,6798.34,-51.622,140.607,38.6,30.5,987.2,-27.11,53.64,24.37,427337,149872982
17:45:52,2.1,168,0.04,-0.85,6798.34,-51.623000000000005,140.707,38.5,30.6,987.2,-27.04,53.59,23.71,427339,149873000
17:45:53,2.27,170,-0.09,-0.77,6798.34,-51.623000000000005,140.80700000000002,38.9,30.4,987.2,-26.95,53.5,24.21,427341,149873000
17:45:54,2.42,172,-0.23,-0.71,6798.34,-51.623999999999995,140.906,38.8,30.5,987.2,-26.95,53.62,24.38,427343,149873000
17:45:55,2.57,174,-0.37,-0.66,6798.34,-51.623999999999995,141.006,38.8,30.5,987.2,-26.9,53.92,24.39,427345,149873000
17:45:56,2.9,176,-0.67,-0.65,6798.35,-51.623999999999995,141.106,38.5,30.5,987.2,-26.86,54.02,24.48,427347,149873000
17:45:57,-2.96,178,-0.95,-0.79,6798.35,-51.623999999999995,141.306,38.5,30.5,987.2,-26.97,54.0,24.12,427350,149873000
17:45:58,-2.28,180,-1.13,-1.21,6798.35,-51.623999999999995,141.406,38.7,30.5,987.2,-27.16,53.9,24.0,427352,149873000
17:45:59,-1.41,182,-1.11,-1.85,6798.35,-51.623999999999995,141.506,38.8,30.5,987.2,-27.14,53.91,23.85,427354,149873000
17:46:00,-0.84,184,-0.91,-2.19,6798.36,-51.623999999999995,141.605,38.5,30.5,987.2,-27.13,54.01,23.45,427356,149873000
17:46:01,-0.49,186,-0.67,-2.29,6798.36,-51.623999999999995,141.705,38.6,30.5,987.2,-26.92,53.92,23.54,427357,149873000
17:46:03,-0.22,188,-0.43,-2.29,6798.36,-51.623000000000005,141.805,38.8,30.5,987.2,-27.05,53.95,23.98,427359,149873000
17:46:04,0.01,190,-0.21,-2.23,6798.36,-51.623000000000005,141.905,38.4,30.5,987.2,-27.2,53.95,24.25,427361,149873000
17:46:05,0.24,192,-0.02,-2.13,6798.36,-51.622,142.004,38.6,30.5,987.2,-27.17,53.69,23.99,427362,149873000
17:46:06,0.48,194,0.15,-1.99,6798.36,-51.622,142.10399999999998,39.3,30.5,987.2,-27.41,53.65,23.93,427364,149873000
17:46:07,0.74,196,0.26,-1.82,6798.37,-51.62,142.304,38.7,30.5,987.2,-27.35,53.68,23.79,427367,149873000
17:46:08,1.01,198,0.33,-1.62,6798.37,-51.619,142.404,38.9,30.6,987.2,-27.18,53.75,24.15,427368,149873000
17:46:09,1.29,200,0.34,-1.42,6798.37,-51.618,142.504,38.8,30.5,987.2,-27.26,53.85,24.41,427370,149872999
17:46:10,1.54,202,0.3,-1.24,6798.37,-51.617,142.60299999999998,38.7,30.5,987.2,-27.4,53.83,24.06,427371,149872999
17:46:11,1.78,204,0.22,-1.08,6798.37,-51.61600000000001,142.703,39.1,30.4,987.2,-27.27,53.5,24.19,427373,149872999
17:46:12,1.98,206,0.12,-0.94,6798.37,-51.614,142.803,36.3,30.4,987.2,-27.39,53.72,23.95,427374,149872999
17:46:14,2.08,208,0.0,-0.83,6798.38,-51.613,142.903,38.9,30.5,987.2,-27.16,53.62,23.55,427375,149872999
17:46:15,2.24,210,-0.13,-0.74,6798.38,-51.611000000000004,143.002,38.8,30.5,987.2,-27.38,53.47,23.39,427377,149872999
17:46:16,2.4,212,-0.26,-0.67,6798.38,-51.61,143.102,39.1,30.5,987.2,-27.31,53.57,23.25,427378,149872999
17:46:17,2.54,214,-0.39,-0.62,6798.38,-51.608000000000004,143.202,38.6,30.5,987.2,-27.26,53.51,23.4,427379,149872999
17:46:18,2.86,216,-0.7,-0.6,6798.38,-51.604,143.40200000000002,38.7,30.6,987.2,-27.46,53.6,23.4,427381,149872998
17:46:19,-3.01,218,-0.98,-0.73,6798.38,-51.602,143.501,38.7,30.4,987.2,-27.27,53.5,23.2,427382,149872998
17:46:20,-2.29,220,-1.18,-1.19,6798.38,-51.601000000000006,143.601,38.8,30.4,987.2,-27.26,53.5,23.12,427383,149872998
17:46:21,-1.37,222,-1.14,-1.87,6798.38,-51.598,143.701,38.9,30.4,987.2,-27.13,53.34,23.24,427384,149872998
17:46:22,-0.79,224,-0.94,-2.21,6798.38,-51.596000000000004,143.80100000000002,39.2,30.5,987.2,-27.03,53.25,23.14,427385,149872997
17:46:23,-0.45,226,-0.7,-2.3,6798.39,-51.593999999999994,143.9,38.9,30.5,987.2,-27.19,53.37,23.14,427386,149872997
17:46:25,-0.2,228,-0.46,-2.29,6798.39,-51.591,144.0,38.3,30.5,987.1,-27.05,53.31,23.28,427387,149872997
17:46:26,0.03,230,-0.23,-2.22,6798.39,-51.589,144.099,38.9,30.5,987.2,-27.28,53.23,23.51,427388,149872997
17:46:27,0.25,232,-0.03,-2.11,6798.39,-51.586000000000006,144.19899999999998,38.9,30.5,987.2,-27.6,53.43,23.08,427389,149872997
17:46:28,0.49,234,0.12,-1.97,6798.39,-51.583999999999996,144.299,38.7,30.4,987.2,-27.43,53.35,23.06,427389,149872996
17:46:29,0.74,236,0.24,-1.8,6798.39,-51.578,144.498,38.9,30.5,987.2,-27.54,53.51,23.01,427391,149873014
17:46:30,1.0,238,0.3,-1.61,6798.39,-51.575,144.59799999999998,38.9,30.5,987.2,-27.45,53.4,23.0,427392,149873013
17:46:31,1.27,240,0.31,-1.42,6798.39,-51.571999999999996,144.697,39.1,30.5,987.2,-27.05,53.28,23.29,427392,149873013
17:46:32,1.52,242,0.28,-1.24,6798.39,-51.568999999999996,144.797,38.9,30.4,987.2,-27.36,53.23,23.59,427393,149873013
17:46:33,1.74,244,0.21,-1.07,6798.39,-51.566,144.89600000000002,38.6,30.4,987.2,-27.44,53.13,23.55,427393,149873012
17:46:34,1.95,246,0.11,-0.93,6798.39,-51.562,144.996,38.8,30.6,987.2,-27.38,53.43,23.48,427394,149873012
17:46:36,2.13,248,-0.01,-0.83,6798.39,-51.559,145.096,39.1,30.4,987.1,-26.92,53.36,23.24,427394,149873012
17:46:37,2.3,250,-0.14,-0.74,6798.4,-51.555,145.195,38.4,30.4,987.1,-27.12,53.29,22.91,427395,149873011
17:46:38,2.45,252,-0.28,-0.68,6798.4,-51.552,145.29399999999998,38.8,30.5,987.1,-27.19,53.29,22.99,427395,149873011
17:46:39,2.77,254,-0.59,-0.62,6798.4,-51.548,145.394,39.0,30.4,987.2,-27.13,53.11,22.9,427396,149873011
17:46:40,-3.14,256,-0.88,-0.7,6798.4,-51.54,145.593,38.6,30.5,987.2,-27.31,53.11,22.68,427396,149873010
17:46:41,-2.55,258,-1.11,-1.02,6798.4,-51.536,145.692,38.8,30.5,987.2,-27.32,53.13,22.89,427397,149873010
17:46:42,-1.66,260,-1.16,-1.67,6798.4,-51.532,145.792,38.9,30.5,987.2,-27.42,53.31,23.13,427397,149873009
17:46:43,-0.97,262,-1.0,-2.13,6798.4,-51.528,145.891,39.2,30.5,987.2,-27.22,53.44,23.42,427397,149873009
17:46:44,-0.57,264,-0.77,-2.29,6798.4,-51.523999999999994,145.991,38.6,30.4,987.2,-27.27,53.07,23.03,427397,149873009
17:46:46,-0.29,266,-0.52,-2.31,6798.4,-51.519,146.09,38.6,30.6,987.2,-27.07,52.67,22.57,427397,149873008
17:46:47,-0.06,268,-0.29,-2.26,6798.4,-51.515,146.189,38.5,30.5,987.2,-27.2,52.79,22.32,427397,149873008
17:46:48,0.18,270,-0.09,-2.17,6798.4,-51.511,146.289,39.2,30.5,987.1,-27.34,52.88,22.42,427397,149873007
17:46:49,0.42,272,0.09,-2.03,6798.4,-51.506,146.388,38.3,30.4,987.2,-27.48,52.95,22.78,427398,149873007
17:46:50,0.67,274,0.21,-1.87,6798.4,-51.501000000000005,146.487,38.6,30.4,987.2,-27.71,53.04,22.67,427397,149873006
17:46:51,0.94,276,0.29,-1.68,6798.4,-51.49100000000001,146.686,38.8,30.4,987.1,-27.4,53.01,22.86,427397,149873006
17:46:52,1.21,278,0.32,-1.48,6798.4,-51.486999999999995,146.785,39.3,30.5,987.2,-27.45,52.97,23.08,427397,149873005
17:46:53,1.47,280,0.29,-1.29,6798.4,-51.481,146.884,38.9,30.5,987.2,-27.43,52.73,22.98,427397,149873005
17:46:54,1.71,282,0.23,-1.13,6798.4,-51.476000000000006,146.983,39.2,30.5,987.2,-27.15,52.85,23.05,427397,149873004
17:46:55,1.92,284,0.13,-0.99,6798.4,-51.471000000000004,147.082,38.9,30.4,987.2,-27.13,52.99,22.75,427397,149873004
17:46:57,2.1,286,0.02,-0.87,6798.4,-51.466,147.181,39.1,30.4,987.2,-27.14,53.02,22.64,427396,149873003
17:46:58,2.27,288,-0.11,-0.78,6798.4,-51.46,147.281,38.7,30.5,987.2,-27.14,52.75,22.53,427396,149873003
17:46:59,2.42,290,-0.25,-0.72,6798.4,-51.455,147.38,38.7,30.5,987.2,-27.34,52.58,22.2,427396,149873002
17:47:00,2.56,292,-0.39,-0.67,6798.4,-51.449,147.47899999999998,38.9,30.4,987.2,-27.54,52.55,22.26,427395,149873002
17:47:01,2.88,294,-0.7,-0.66,6798.4,-51.438,147.67700000000002,39.2,30.4,987.2,-27.46,52.69,22.17,427395,149873001
17:47:02,-2.98,296,-0.98,-0.8,6798.39,-51.431999999999995,147.776,38.9,30.6,987.1,-27.41,52.56,22.49,427394,149873000
17:47:03,-2.25,298,-1.16,-1.26,6798.39,-51.426,147.874,38.9,30.4,987.2,-27.31,52.86,22.29,427394,149872999
17:47:04,-1.35,300,-1.13,-1.93,6798.39,-51.42,147.97299999999998,39.1,30.4,987.2,-27.42,53.12,22.11,427393,149873017
17:47:05,-0.78,302,-0.92,-2.25,6798.39,-51.413999999999994,148.072,38.7,30.5,987.2,-27.44,52.85,22.04,427392,149873016
17:47:06,-0.45,304,-0.68,-2.34,6798.39,-51.407,148.171,39.1,30.3,987.1,-27.63,52.96,22.04,427392,149873016
17:47:08,-0.19,306,-0.43,-2.33,6798.39,-51.401,148.27,38.7,30.5,987.2,-27.53,52.75,22.41,427391,149873015
17:47:09,0.04,308,-0.21,-2.26,6798.39,-51.394,148.369,38.7,30.3,987.2,-27.64,53.04,22.13,427390,149873014
17:47:10,0.27,310,-0.01,-2.15,6798.39,-51.388000000000005,148.468,38.8,30.4,987.2,-27.73,52.95,22.34,427390,149873014
17:47:11,0.51,312,0.14,-2.0,6798.39,-51.381,148.566,38.7,30.5,987.2,-27.57,52.71,22.15,427389,149873013
17:47:12,0.68,314,0.26,-1.83,6798.39,-51.368,148.764,39.3,30.4,987.2,-27.47,52.66,22.11,427387,149873012
17:47:13,0.95,316,0.34,-1.64,6798.39,-51.361000000000004,148.862,39.1,30.5,987.1,-27.54,53.01,22.06,427386,149873011
17:47:14,1.23,318,0.36,-1.44,6798.38,-51.354,148.961,38.6,30.4,987.1,-27.32,52.69,22.15,427385,149873011
17:47:15,1.5,320,0.33,-1.25,6798.38,-51.347,149.059,38.4,30.4,987.1,-27.19,52.57,21.99,427384,149873010
17:47:16,1.74,322,0.26,-1.08,6798.38,-51.34,149.158,39.0,30.4,987.2,-27.38,52.38,22.15,427384,149873009
17:47:17,1.95,324,0.16,-0.94,6798.38,-51.332,149.257,38.8,30.5,987.2,-27.5,52.33,22.11,427382,149873009
17:47:19,2.14,326,0.04,-0.84,6798.38,-51.325,149.355,38.7,30.5,987.1,-27.34,52.7,22.01,427381,149873008
17:47:20,2.31,328,-0.09,-0.76,6798.38,-51.318000000000005,149.454,38.4,30.5,987.2,-27.6,52.82,22.0,427380,149873007
17:47:21,2.47,330,-0.23,-0.71,6798.38,-51.31,149.55200000000002,39.1,30.5,987.1,-27.61,52.68,22.15,427379,149873007
17:47:22,2.62,332,-0.37,-0.68,6798.38,-51.303000000000004,149.65,39.0,30.5,987.1,-27.7,52.87,22.46,427378,149873006
17:47:23,2.95,334,-0.68,-0.68,6798.38,-51.287,149.847,38.8,30.4,987.2,-27.72,52.73,22.05,427376,149873004
17:47:24,-2.89,336,-0.95,-0.85,6798.37,-51.278999999999996,149.945,38.8,30.4,987.2,-27.75,52.48,21.81,427374,149873004
17:47:25,-2.2,338,-1.11,-1.29,6798.37,-51.271,150.04399999999998,38.7,30.3,987.2,-27.76,52.42,22.02,427373,149873003
17:47:26,-1.38,340,-1.07,-1.88,6798.37,-51.263000000000005,150.142,38.8,30.4,987.2,-27.85,52.4,21.98,427372,149873002
17:47:27,-0.83,342,-0.88,-2.2,6798.37,-51.255,150.24,39.0,30.5,987.2,-27.76,52.46,21.93,427370,149873002
17:47:29,-0.49,344,-0.64,-2.3,6798.37,-51.247,150.338,38.6,30.5,987.1,-27.83,52.64,21.9,427369,149873001
17:47:30,-0.22,346,-0.4,-2.29,6798.37,-51.239,150.436,39.0,30.4,987.2,-27.63,52.31,21.48,427367,149873000
17:47:31,0.01,348,-0.18,-2.23,6798.37,-51.23,150.534,39.0,30.4,987.2,-27.52,51.92,21.49,427366,149872999
17:47:32,0.25,350,0.02,-2.13,6798.36,-51.222,150.632,38.8,30.4,987.1,-27.64,51.87,21.71,427364,149872998
17:47:33,0.49,352,0.18,-1.98,6798.36,-51.213,150.73,39.1,30.4,987.1,-27.57,51.99,21.68,427363,149872998
17:47:34,0.76,354,0.29,-1.81,6798.36,-51.196000000000005,150.92600000000002,38.9,30.4,987.2,-27.57,51.94,21.33,427360,149872996
17:47:35,1.04,356,0.34,-1.61,6798.36,-51.187,151.024,38.8,30.3,987.1,-27.6,51.87,21.33,427358,149872995
17:47:36,1.31,358,0.35,-1.42,6798.36,-51.178000000000004,151.122,38.9,30.4,987.2,-27.53,51.86,21.49,427356,149872994
17:47:37,1.57,360,0.31,-1.23,6798.36,-51.169,151.22,38.9,30.4,987.1,-27.35,51.7,20.99,427355,149872994
17:47:38,1.8,362,0.23,-1.07,6798.35,-51.16,151.31799999999998,38.6,30.3,987.2,-27.74,52.25,21.1,427353,149872993
17:47:40,2.0,364,0.12,-0.94,6798.35,-51.151,151.415,38.7,30.4,987.1,-27.83,51.77,20.82,427351,149872992
17:47:41,2.18,366,-0.01,-0.84,6798.35,-51.141000000000005,151.513,38.9,30.4,987.2,-27.81,51.87,21.27,427349,149872991
17:47:42,2.35,368,-0.14,-0.77,6798.35,-51.132,151.611,39.2,30.3,987.2,-27.81,51.98,21.22,427347,149873008
17:47:43,2.5,370,-0.28,-0.72,6798.34,-51.122,151.708,39.0,30.3,987.2,-27.69,51.68,21.41,427345,149873007
17:47:44,2.81,372,-0.59,-0.67,6798.34,-51.113,151.806,38.9,30.4,987.2,-27.56,51.78,21.26,427343,149873006
17:47:45,-3.08,374,-0.88,-0.76,6798.34,-51.093999999999994,152.001,38.9,30.3,987.1,-27.92,51.76,21.54,427339,149873004
17:47:46,-2.47,376,-1.1,-1.12,6798.34,-51.083999999999996,152.09799999999998,38.6,30.3,987.2,-27.76,51.76,21.67,427337,149873004
17:47:47,-1.61,378,-1.13,-1.74,6798.34,-51.074,152.195,38.7,30.4,987.1,-27.89,51.9,21.44,427335,149873003
17:47:48,-0.95,380,-0.97,-2.16,6798.33,-51.06399999999999,152.293,38.6,30.4,987.2,-27.89,51.34,21.01,427333,149873002
17:47:49,-0.55,382,-0.73,-2.31,6798.33,-51.053999999999995,152.39,39.0,30.5,987.2,-28.01,51.6,21.0,427331,149873001
17:47:51,-0.28,384,-0.49,-2.32,6798.33,-51.044,152.487,39.0,30.5,987.1,-28.02,51.73,21.02,427329,149873000
17:47:52,-0.04,386,-0.26,-2.27,6798.33,-51.033,152.584,39.3,30.4,987.2,-28.07,51.72,21.01,427327,149872999
17:47:53,0.19,388,-0.06,-2.17,6798.32,-51.023,152.68200000000002,38.6,30.5,987.1,-27.97,51.74,21.37,427324,149872998
17:47:54,0.43,390,0.11,-2.04,6798.32,-51.012,152.779,38.8,30.3,987.2,-27.91,52.16,21.59,427322,149872997
17:47:55,0.68,392,0.23,-1.87,6798.32,-50.99100000000001,152.97299999999998,39.0,30.3,987.2,-28.06,52.26,21.93,427317,149872995
17:47:56,0.95,394,0.31,-1.68,6798.32,-50.981,153.07,38.8,30.4,987.1,-28.01,51.96,21.8,427315,149872994
