
logzero_default - 2019-01-31 05:55:01,044 - INFO: {'roll': 0.4570864737033844, 'pitch': -0.5258868932723999, 'yaw': 2.498535394668579},43:26:29.1,78:03:04.0,33.3886,33.8091,928.6672,403148.21875,{'x': -17.69334602355957, 'y': -7.228168487548828, 'z': 9.78302001953125}
logzero_default - 2019-01-31 05:55:16,105 - INFO: {'roll': 1.1004124879837036, 'pitch': -0.8893570303916931, 'yaw': 1.9602187871932983},42:55:49.5,79:07:32.1,34.2301,33.7721,928.6641,403051.375,{'x': -22.30213165283203, 'y': -9.267982482910156, 'z': 12.313098907470703}
