Theta,Phi
51.555,-70.132
51.548,-69.933
51.544,-69.833
51.540,-69.733
51.536,-69.633
51.532,-69.534
51.527,-69.434
51.523,-69.334
51.519,-69.234
51.514,-69.134
51.510,-69.035
51.501,-68.836
51.496,-68.736
51.491,-68.636
51.486,-68.537
51.481,-68.437
51.476,-68.337
51.470,-68.238
51.465,-68.139
51.459,-68.039
51.448,-67.840
51.442,-67.741
51.436,-67.641
51.431,-67.542
51.424,-67.443
51.419,-67.344
51.412,-67.244
51.406,-67.145
51.400,-67.046
51.393,-66.947
51.380,-66.749
51.373,-66.649
51.366,-66.550
51.359,-66.451
51.352,-66.352
51.345,-66.253
51.338,-66.154
51.331,-66.056
51.323,-65.957
51.316,-65.858
51.301,-65.660
51.293,-65.562
51.285,-65.463
51.277,-65.364
51.269,-65.266
51.261,-65.167
51.253,-65.069
51.245,-64.970
51.236,-64.872
51.219,-64.675
51.211,-64.576
51.202,-64.478
51.193,-64.380
51.184,-64.282
51.175,-64.183
51.166,-64.085
51.157,-63.987
51.148,-63.889
51.138,-63.791
51.119,-63.595
51.110,-63.497
51.100,-63.399
51.090,-63.301
51.080,-63.204
51.070,-63.106
51.060,-63.008
51.050,-62.911
51.040,-62.813
51.029,-62.716
51.009,-62.521
50.998,-62.423
50.987,-62.326
50.976,-62.228
50.966,-62.131
50.955,-62.034
50.944,-61.937
50.932,-61.839
50.921,-61.742
50.910,-61.646
50.887,-61.451
50.876,-61.355
50.864,-61.258
50.852,-61.161
50.840,-61.064
50.829,-60.968
50.816,-60.871
50.804,-60.774
50.792,-60.678
50.780,-60.581
50.755,-60.389
50.743,-60.292
50.730,-60.196
50.718,-60.100
50.704,-60.004
50.692,-59.908
50.679,-59.811
50.666,-59.716
50.652,-59.619
50.639,-59.524
50.613,-59.332
50.599,-59.236
50.586,-59.141
50.572,-59.045
50.558,-58.950
50.544,-58.854
50.531,-58.759
50.517,-58.663
50.502,-58.568
50.474,-58.378
50.460,-58.282
50.446,-58.188
50.431,-58.092
50.416,-57.998
50.402,-57.903
50.387,-57.808
50.372,-57.713
50.357,-57.618
50.342,-57.524
50.312,-57.335
50.297,-57.240
50.282,-57.146
50.266,-57.052
50.251,-56.957
50.235,-56.863
50.219,-56.769
50.204,-56.675
50.188,-56.581
50.172,-56.487
50.140,-56.299
50.124,-56.206
50.108,-56.112
50.091,-56.018
50.075,-55.925
50.058,-55.831
50.042,-55.738
50.025,-55.645
50.008,-55.551
49.992,-55.458
49.958,-55.272
49.941,-55.179
49.924,-55.086
49.906,-54.993
49.889,-54.901
49.872,-54.808
49.854,-54.715
49.837,-54.622
49.819,-54.530
49.801,-54.438
49.766,-54.253
49.748,-54.161
49.730,-54.069
49.712,-53.977
49.693,-53.884
49.675,-53.792
49.657,-53.701
49.638,-53.609
49.620,-53.517
49.601,-53.426
49.564,-53.242
49.545,-53.151
49.526,-53.060
49.507,-52.969
49.488,-52.877
49.469,-52.786
49.450,-52.695
49.431,-52.604
49.411,-52.513
49.372,-52.332
49.352,-52.241
49.333,-52.151
49.313,-52.060
49.293,-51.969
49.273,-51.879
49.254,-51.789
49.233,-51.699
49.213,-51.609
49.193,-51.518
49.152,-51.339
49.132,-51.249
49.111,-51.159
49.091,-51.069
49.070,-50.980
49.049,-50.890
49.029,-50.801
49.008,-50.711
48.987,-50.622
48.966,-50.533
48.923,-50.355
48.902,-50.266
48.881,-50.177
48.859,-50.088
48.838,-49.999
48.816,-49.911
48.794,-49.822
48.773,-49.734
48.751,-49.645
48.729,-49.557
48.685,-49.381
48.663,-49.292
48.641,-49.204
48.619,-49.116
48.596,-49.029
48.574,-48.941
48.551,-48.853
48.529,-48.766
48.506,-48.678
48.484,-48.591
48.438,-48.416
48.415,-48.329
48.392,-48.242
48.369,-48.155
48.346,-48.068
48.323,-47.981
48.299,-47.894
48.276,-47.808
48.253,-47.721
48.229,-47.634
48.182,-47.462
48.158,-47.375
48.135,-47.289
48.111,-47.203
48.087,-47.117
48.063,-47.031
48.039,-46.945
48.015,-46.859
47.991,-46.774
47.966,-46.688
47.918,-46.517
47.893,-46.432
47.869,-46.347
47.844,-46.261
47.819,-46.176
47.795,-46.091
47.770,-46.006
47.745,-45.922
47.720,-45.837
47.695,-45.752
47.645,-45.583
47.619,-45.499
47.594,-45.414
47.569,-45.330
47.543,-45.246
47.518,-45.162
47.467,-44.994
47.441,-44.910
47.415,-44.826
47.389,-44.743
47.364,-44.659
47.338,-44.576
47.312,-44.492
47.286,-44.409
47.259,-44.326
47.233,-44.243
47.180,-44.077
47.154,-43.994
47.128,-43.911
47.101,-43.829
47.074,-43.746
47.048,-43.663
47.021,-43.581
46.994,-43.499
46.967,-43.416
46.940,-43.334
46.886,-43.170
46.859,-43.088
46.832,-43.006
46.804,-42.925
46.777,-42.843
46.750,-42.762
46.722,-42.680
46.695,-42.599
46.667,-42.518
46.612,-42.355
46.584,-42.274
46.556,-42.193
46.528,-42.112
46.500,-42.031
46.472,-41.951
46.444,-41.870
46.416,-41.790
46.388,-41.709
46.359,-41.629
46.302,-41.469
46.274,-41.389
46.246,-41.309
46.217,-41.229
46.188,-41.149
46.159,-41.069
46.131,-40.989
46.102,-40.910
46.073,-40.831
46.044,-40.751
45.986,-40.593
45.957,-40.514
45.927,-40.435
45.898,-40.356
45.869,-40.277
45.839,-40.198
45.810,-40.119
45.781,-40.041
45.751,-39.962
45.721,-39.884
45.662,-39.728
45.632,-39.649
45.602,-39.571
45.572,-39.493
45.542,-39.415
45.512,-39.338
45.482,-39.260
45.452,-39.182
45.422,-39.105
45.361,-38.950
45.331,-38.873
45.300,-38.796
45.270,-38.719
45.239,-38.641
45.209,-38.565
45.178,-38.488
45.147,-38.411
45.116,-38.334
45.085,-38.258
45.024,-38.105
44.992,-38.029
44.961,-37.952
44.930,-37.876
44.899,-37.800
44.868,-37.724
44.836,-37.649
44.805,-37.573
44.774,-37.497
44.742,-37.421
44.679,-37.271
44.648,-37.195
44.616,-37.120
44.584,-37.045
44.552,-36.970
44.520,-36.895
44.488,-36.820
44.456,-36.745
44.424,-36.670
44.392,-36.596
44.328,-36.446
44.296,-36.372
44.264,-36.298
44.231,-36.224
44.199,-36.149
44.166,-36.076
44.134,-36.001
44.101,-35.927
44.069,-35.854
44.003,-35.706
43.971,-35.633
43.938,-35.559
43.905,-35.486
43.872,-35.413
43.839,-35.340
43.806,-35.267
43.773,-35.194
43.739,-35.121
43.706,-35.048
43.640,-34.902
43.606,-34.830
43.573,-34.757
43.539,-34.685
43.506,-34.613
43.473,-34.540
43.439,-34.468
43.405,-34.396
43.372,-34.324
43.338,-34.252
43.270,-34.109
43.236,-34.037
43.202,-33.966
43.168,-33.894
43.134,-33.823
43.100,-33.751
43.066,-33.680
43.032,-33.609
42.998,-33.538
42.963,-33.467
42.894,-33.325
42.860,-33.254
42.826,-33.184
42.791,-33.113
42.756,-33.043
42.722,-32.973
42.687,-32.902
42.652,-32.832
42.618,-32.762
42.548,-32.622
42.513,-32.552
42.478,-32.482
42.443,-32.412
42.408,-32.342
42.372,-32.273
42.338,-32.204
42.302,-32.134
42.267,-32.065
42.232,-31.996
42.161,-31.858
42.125,-31.788
42.090,-31.719
42.054,-31.651
42.019,-31.582
41.983,-31.513
41.948,-31.445
41.912,-31.376
41.876,-31.308
41.840,-31.239
41.768,-31.103
41.732,-31.035
41.696,-30.967
41.660,-30.899
41.624,-30.831
41.588,-30.763
41.552,-30.696
41.516,-30.628
41.479,-30.561
41.407,-30.426
41.370,-30.359
41.334,-30.291
41.297,-30.224
41.261,-30.157
41.224,-30.090
41.188,-30.023
41.151,-29.957
41.114,-29.890
41.078,-29.823
41.004,-29.690
40.967,-29.624
40.930,-29.558
40.893,-29.491
40.856,-29.425
40.819,-29.359
40.782,-29.293
40.745,-29.227
40.708,-29.161
40.670,-29.095
40.596,-28.964
40.558,-28.898
40.521,-28.833
40.483,-28.768
40.446,-28.702
40.408,-28.637
40.371,-28.572
40.333,-28.507
40.296,-28.442
40.258,-28.377
40.182,-28.247
40.144,-28.182
40.107,-28.118
40.069,-28.053
40.031,-27.989
39.993,-27.925
39.955,-27.860
39.917,-27.796
39.879,-27.732
39.802,-27.604
39.764,-27.540
39.726,-27.476
39.688,-27.412
39.649,-27.349
39.611,-27.285
39.573,-27.221
39.534,-27.158
39.496,-27.094
39.457,-27.031
39.380,-26.905
39.341,-26.842
39.302,-26.779
39.264,-26.716
39.225,-26.653
39.186,-26.590
39.148,-26.527
39.109,-26.465
39.070,-26.402
39.031,-26.339
38.952,-26.215
38.914,-26.152
38.874,-26.090
38.835,-26.028
38.796,-25.966
38.757,-25.904
38.718,-25.842
38.678,-25.780
38.639,-25.718
38.600,-25.657
38.521,-25.534
38.481,-25.472
38.442,-25.411
38.402,-25.349
38.363,-25.288
38.323,-25.227
38.283,-25.166
38.244,-25.105
38.204,-25.044
38.164,-24.983
38.084,-24.861
38.045,-24.800
38.005,-24.740
37.965,-24.679
37.925,-24.619
37.885,-24.558
37.845,-24.498
37.805,-24.438
37.764,-24.378
37.724,-24.317
37.644,-24.197
37.604,-24.137
37.563,-24.078
37.523,-24.018
37.483,-23.958
37.442,-23.898
37.402,-23.839
37.321,-23.720
37.280,-23.660
37.240,-23.601
37.199,-23.542
37.159,-23.482
37.118,-23.424
37.077,-23.364
37.036,-23.306
36.955,-23.188
36.914,-23.129
36.873,-23.070
36.832,-23.012
36.791,-22.953
36.750,-22.895
36.709,-22.836
36.668,-22.778
36.627,-22.719
36.586,-22.661
36.504,-22.545
36.463,-22.487
36.421,-22.429
36.380,-22.371
36.339,-22.313
36.298,-22.256
36.256,-22.198
36.215,-22.140
36.173,-22.083
36.132,-22.025
36.049,-21.910
36.007,-21.853
35.966,-21.796
35.924,-21.739
35.882,-21.681
35.841,-21.624
35.799,-21.568
35.757,-21.511
35.716,-21.454
35.674,-21.397
35.590,-21.284
35.548,-21.227
35.506,-21.170
35.464,-21.114
35.422,-21.058
35.380,-21.001
35.338,-20.945
35.296,-20.889
35.254,-20.832
35.170,-20.720
35.128,-20.664
35.085,-20.609
35.043,-20.553
35.001,-20.497
34.958,-20.441
34.916,-20.386
34.874,-20.330
34.831,-20.274
34.789,-20.219
34.704,-20.108
34.661,-20.053
34.619,-19.998
34.576,-19.942
34.534,-19.887
34.491,-19.832
34.448,-19.777
34.406,-19.722
34.363,-19.668
34.320,-19.613
34.235,-19.503
34.192,-19.449
34.149,-19.394
34.106,-19.339
34.063,-19.285
34.020,-19.231
33.977,-19.176
33.934,-19.122
33.891,-19.068
33.848,-19.014
33.762,-18.906
33.719,-18.852
33.676,-18.798
33.632,-18.744
33.589,-18.690
33.546,-18.636
33.503,-18.583
33.459,-18.529
33.416,-18.476
33.373,-18.422
33.286,-18.315
33.242,-18.262
33.199,-18.209
33.156,-18.155
33.112,-18.102
33.069,-18.049
33.025,-17.996
32.981,-17.943
32.938,-17.890
32.851,-17.784
32.807,-17.732
32.763,-17.679
32.719,-17.626
32.676,-17.574
32.632,-17.521
32.588,-17.469
32.544,-17.416
32.500,-17.364
32.456,-17.311
32.368,-17.207
32.324,-17.155
32.281,-17.103
32.236,-17.051
32.192,-16.999
32.148,-16.947
32.104,-16.895
32.060,-16.843
32.016,-16.791
31.972,-16.739
31.883,-16.636
31.839,-16.585
31.795,-16.533
31.751,-16.482
31.706,-16.430
31.662,-16.379
31.618,-16.328
31.573,-16.276
31.529,-16.225
31.484,-16.174
31.395,-16.072
31.351,-16.021
31.306,-15.970
31.262,-15.919
31.217,-15.868
31.172,-15.818
31.128,-15.767
31.083,-15.716
31.039,-15.666
30.994,-15.615
30.904,-15.514
30.860,-15.464
30.815,-15.413
30.770,-15.363
30.725,-15.313
30.680,-15.262
30.636,-15.212
30.591,-15.162
30.546,-15.112
30.456,-15.012
30.411,-14.962
30.366,-14.912
30.321,-14.863
30.276,-14.813
30.231,-14.763
30.186,-14.714
30.140,-14.664
30.095,-14.614
30.050,-14.565
29.960,-14.466
29.914,-14.417
29.869,-14.368
29.824,-14.318
29.779,-14.269
29.733,-14.220
29.688,-14.171
29.642,-14.122
29.597,-14.072
29.552,-14.024
29.461,-13.926
29.416,-13.877
29.370,-13.828
29.324,-13.779
29.279,-13.731
29.233,-13.682
29.188,-13.634
29.142,-13.585
29.097,-13.536
29.005,-13.440
28.960,-13.391
28.914,-13.343
28.868,-13.295
28.822,-13.246
28.777,-13.198
28.731,-13.150
28.685,-13.102
28.639,-13.054
28.594,-13.006
28.502,-12.910
28.456,-12.862
28.410,-12.814
28.364,-12.767
28.318,-12.719
28.272,-12.671
28.226,-12.624
28.180,-12.576
28.134,-12.529
28.088,-12.481
27.996,-12.386
27.950,-12.339
27.904,-12.292
27.858,-12.244
27.811,-12.197
27.765,-12.150
27.719,-12.103
27.673,-12.056
27.626,-12.009
27.580,-11.962
27.488,-11.868
27.441,-11.821
27.395,-11.774
27.349,-11.727
27.302,-11.680
27.256,-11.634
27.209,-11.587
27.163,-11.540
27.117,-11.494
27.070,-11.447
26.977,-11.354
26.931,-11.308
26.884,-11.261
26.838,-11.215
26.791,-11.169
26.744,-11.123
26.698,-11.076
26.651,-11.030
26.604,-10.984
26.558,-10.938
26.464,-10.846
26.418,-10.800
26.371,-10.754
26.324,-10.708
26.278,-10.662
26.231,-10.617
26.184,-10.571
26.137,-10.525
26.090,-10.479
26.043,-10.434
25.950,-10.343
25.903,-10.297
25.856,-10.252
25.809,-10.206
25.762,-10.161
25.715,-10.116
25.668,-10.070
25.621,-10.025
25.574,-9.980
25.480,-9.889
25.433,-9.844
25.386,-9.799
25.339,-9.754
25.291,-9.709
25.244,-9.664
25.197,-9.619
25.150,-9.574
25.103,-9.529
25.056,-9.484
24.961,-9.395
24.914,-9.350
24.867,-9.306
24.819,-9.261
24.772,-9.216
24.725,-9.172
24.678,-9.127
24.630,-9.083
24.583,-9.038
24.535,-8.994
24.441,-8.905
24.393,-8.861
24.346,-8.817
24.298,-8.772
24.251,-8.728
24.203,-8.684
24.156,-8.640
24.108,-8.596
24.013,-8.508
23.966,-8.464
23.918,-8.420
23.871,-8.376
23.823,-8.332
23.775,-8.288
23.728,-8.244
23.680,-8.201
23.632,-8.157
23.537,-8.070
23.489,-8.026
23.442,-7.982
23.394,-7.939
23.346,-7.895
23.298,-7.852
23.251,-7.808
23.203,-7.765
23.155,-7.722
23.059,-7.635
23.011,-7.592
22.964,-7.548
22.916,-7.505
22.868,-7.462
22.820,-7.419
22.772,-7.376
22.724,-7.332
22.676,-7.290
22.628,-7.247
22.532,-7.161
22.484,-7.118
22.436,-7.075
22.388,-7.032
22.340,-6.989
22.292,-6.946
22.244,-6.904
22.196,-6.861
22.148,-6.818
22.100,-6.776
22.003,-6.690
21.955,-6.648
21.907,-6.605
21.859,-6.563
21.811,-6.520
21.762,-6.478
21.714,-6.436
21.666,-6.393
21.618,-6.351
21.569,-6.308
21.473,-6.224
21.425,-6.182
21.376,-6.139
21.328,-6.098
21.280,-6.055
21.231,-6.013
21.183,-5.971
21.135,-5.929
21.086,-5.887
20.989,-5.803
20.941,-5.761
20.893,-5.719
20.844,-5.678
20.796,-5.636
20.747,-5.594
20.699,-5.552
20.650,-5.510
20.602,-5.469
20.553,-5.427
20.456,-5.344
20.408,-5.302
20.359,-5.261
20.311,-5.219
20.262,-5.178
20.213,-5.136
20.165,-5.095
20.116,-5.053
20.068,-5.012
20.019,-4.971
19.922,-4.888
19.873,-4.847
19.824,-4.805
19.776,-4.764
19.727,-4.723
19.678,-4.682
19.629,-4.641
19.581,-4.599
19.532,-4.558
19.434,-4.476
19.386,-4.435
19.337,-4.394
19.288,-4.353
19.239,-4.312
19.190,-4.272
19.141,-4.231
19.092,-4.190
19.044,-4.149
18.995,-4.108
18.897,-4.027
18.848,-3.986
18.799,-3.946
18.750,-3.905
18.701,-3.864
18.652,-3.824
18.603,-3.783
18.554,-3.742
18.505,-3.702
18.456,-3.661
18.358,-3.581
18.309,-3.540
18.260,-3.500
18.211,-3.459
18.162,-3.419
18.113,-3.379
18.064,-3.338
18.015,-3.298
17.966,-3.258
17.917,-3.218
17.818,-3.137
17.769,-3.097
17.720,-3.057
17.671,-3.017
17.622,-2.977
17.572,-2.937
17.523,-2.897
17.474,-2.857
17.425,-2.817
17.376,-2.777
17.277,-2.697
17.228,-2.657
17.179,-2.617
17.129,-2.577
17.080,-2.538
17.031,-2.498
16.982,-2.458
16.932,-2.418
16.883,-2.379
16.784,-2.299
16.735,-2.260
16.686,-2.220
16.636,-2.181
16.587,-2.141
16.538,-2.101
16.488,-2.062
16.439,-2.022
16.389,-1.983
16.340,-1.943
16.241,-1.864
16.192,-1.825
16.142,-1.786
16.093,-1.746
16.043,-1.707
15.994,-1.668
15.944,-1.628
15.895,-1.589
15.845,-1.550
15.796,-1.511
15.697,-1.432
15.647,-1.393
15.598,-1.354
15.548,-1.315
15.499,-1.276
15.449,-1.237
15.399,-1.198
15.350,-1.159
15.300,-1.119
15.251,-1.081
15.151,-1.002
15.102,-0.964
15.052,-0.925
15.002,-0.886
14.953,-0.847
14.903,-0.808
14.854,-0.769
14.804,-0.730
14.754,-0.692
14.704,-0.653
14.605,-0.575
14.555,-0.537
14.506,-0.498
14.456,-0.459
14.406,-0.421
14.356,-0.382
14.307,-0.343
14.257,-0.305
14.207,-0.266
14.157,-0.228
14.058,-0.151
14.008,-0.112
13.958,-0.074
13.908,-0.035
13.859,-0.003
13.809,-0.042
13.759,-0.080
13.709,-0.119
13.659,-0.157
13.559,-0.234
13.509,-0.272
13.460,-0.311
13.410,-0.349
13.360,-0.387
13.310,-0.425
13.260,-0.464
13.210,-0.502
13.160,-0.540
13.110,-0.578
13.011,-0.654
12.961,-0.692
12.911,-0.731
12.861,-0.769
12.811,-0.807
12.761,-0.845
12.711,-0.883
12.661,-0.921
12.611,-0.959
12.561,-0.997
12.461,1.073
12.411,1.111
12.361,1.149
12.311,1.187
12.261,1.225
12.211,1.262
12.161,1.301
12.110,1.338
12.060,1.376
12.010,1.414
11.910,1.489
11.860,1.527
11.810,1.565
11.760,1.603
11.710,1.641
11.659,1.678
11.609,1.716
11.559,1.754
11.509,1.791
11.409,1.867
11.359,1.904
11.309,1.942
11.258,1.979
11.208,2.017
11.158,2.054
11.108,2.092
11.058,2.130
11.008,2.167
10.957,2.205
10.857,2.280
10.807,2.317
10.756,2.354
10.706,2.392
10.656,2.429
10.606,2.467
10.556,2.504
10.505,2.542
10.455,2.579
10.405,2.616
10.304,2.691
10.254,2.728
10.204,2.766
10.154,2.803
10.103,2.840
10.053,2.878
10.002,2.915
9.952,2.952
9.902,2.989
9.852,3.026
9.751,3.101
9.701,3.138
9.650,3.175
9.600,3.212
9.550,3.249
9.499,3.286
9.449,3.324
9.399,3.361
9.298,3.435
9.247,3.472
9.197,3.509
9.147,3.546
9.096,3.583
9.046,3.620
8.996,3.657
8.945,3.694
8.844,3.768
8.794,3.805
8.744,3.842
8.693,3.879
8.643,3.916
8.592,3.953
8.542,3.989
8.491,4.026
8.441,4.063
8.391,4.100
8.290,4.174
8.239,4.211
8.189,4.248
8.138,4.284
8.088,4.321
8.038,4.358
7.987,4.395
7.936,4.431
7.886,4.468
7.836,4.505
7.734,4.579
7.684,4.615
7.633,4.652
7.583,4.689
7.532,4.725
7.482,4.762
7.431,4.799
7.381,4.835
7.330,4.872
7.229,4.945
7.179,4.982
7.128,5.019
7.078,5.055
7.027,5.092
6.977,5.128
6.926,5.165
6.876,5.202
6.825,5.238
6.774,5.275
6.673,5.348
6.623,5.384
6.572,5.421
6.521,5.457
6.471,5.494
6.420,5.530
6.370,5.567
6.319,5.603
6.269,5.640
6.218,5.676
6.117,5.749
6.066,5.786
6.016,5.822
5.965,5.858
5.914,5.895
5.864,5.931
5.813,5.968
5.762,6.004
5.712,6.041
5.661,6.077
5.560,6.150
5.509,6.186
5.459,6.222
5.408,6.259
5.357,6.295
5.307,6.331
5.256,6.368
5.205,6.404
5.155,6.440
5.053,6.513
5.003,6.549
4.952,6.586
4.901,6.622
4.851,6.658
4.800,6.694
4.749,6.731
4.699,6.767
4.648,6.803
4.597,6.839
4.496,6.912
4.445,6.948
4.394,6.984
4.344,7.021
4.293,7.057
4.242,7.093
4.192,7.129
4.141,7.165
4.090,7.201
4.040,7.238
3.938,7.310
3.888,7.346
3.837,7.382
3.786,7.419
3.735,7.455
3.685,7.491
3.634,7.527
3.583,7.563
3.532,7.599
3.482,7.635
3.380,7.708
3.329,7.744
3.279,7.780
3.228,7.816
3.177,7.852
3.127,7.888
3.076,7.924
3.025,7.960
2.974,7.996
2.873,8.069
2.822,8.105
2.771,8.141
2.721,8.177
2.670,8.213
2.619,8.249
2.568,8.285
2.518,8.321
2.467,8.357
2.416,8.393
2.315,8.465
2.264,8.501
2.213,8.538
2.162,8.574
2.112,8.609
2.061,8.646
2.010,8.682
1.959,8.718
1.909,8.754
1.858,8.790
1.756,8.862
1.706,8.898
1.655,8.934
1.604,8.970
1.553,9.006
1.502,9.042
1.452,9.078
1.401,9.114
1.350,9.150
1.299,9.186
1.198,9.258
1.147,9.294
1.096,9.330
1.046,9.366
-0.995,9.402
-0.944,9.438
-0.893,9.474
-0.842,9.510
-0.792,9.546
-0.690,9.618
-0.639,9.654
-0.588,9.690
-0.538,9.726
-0.487,9.762
-0.436,9.798
-0.385,9.834
-0.334,9.869
-0.284,9.906
-0.233,9.941
-0.131,10.013
-0.081,10.049
-0.030,10.085
-0.021,10.121
-0.072,10.157
-0.122,10.193
-0.173,10.229
-0.224,10.265
-0.275,10.301
-0.326,10.337
-0.427,10.409
-0.478,10.445
-0.529,10.481
-0.579,10.517
-0.630,10.553
-0.681,10.589
-0.732,10.625
-0.783,10.661
-0.833,10.697
-0.884,10.733
-0.986,10.805
-1.036,10.841
-1.087,10.877
-1.138,10.913
-1.189,10.949
-1.239,10.985
-1.290,11.021
-1.341,11.057
-1.392,11.093
-1.493,11.165
-1.544,11.201
-1.595,11.237
-1.646,11.273
-1.696,11.309
-1.747,11.345
-1.798,11.381
-1.849,11.417
-1.899,11.453
-1.950,11.489
-2.052,11.561
-2.102,11.597
-2.153,11.633
-2.204,11.669
-2.255,11.705
-2.306,11.741
-2.356,11.777
-2.407,11.813
-2.458,11.849
-2.508,11.885
-2.610,11.958
-2.661,11.993
-2.711,12.029
-2.762,12.066
-2.813,12.102
-2.864,12.138
-2.914,12.174
-2.965,12.210
-3.016,12.246
-3.066,12.282
-3.168,12.354
-3.219,12.390
-3.269,12.426
-3.320,12.462
-3.371,12.499
-3.422,12.535
-3.472,12.571
-3.523,12.607
-3.574,12.643
-3.675,12.715
-3.726,12.751
-3.776,12.788
-3.827,12.824
-3.878,12.860
-3.929,12.896
-3.979,12.932
-4.030,12.968
-4.081,13.004
-4.131,13.041
-4.233,13.113
-4.283,13.149
-4.334,13.186
-4.385,13.222
-4.436,13.258
-4.486,13.294
-4.537,13.330
-4.587,13.367
-4.638,13.403
-4.689,13.439
-4.790,13.512
-4.841,13.548
-4.891,13.584
-4.942,13.620
-4.993,13.657
-5.043,13.693
-5.094,13.729
-5.145,13.766
-5.195,13.802
-5.246,13.838
-5.347,13.911
-5.398,13.947
-5.448,13.983
-5.499,14.020
-5.550,14.056
-5.600,14.092
-5.651,14.129
-5.701,14.165
-5.752,14.201
-5.853,14.274
-5.904,14.311
-5.954,14.347
-6.005,14.383
-6.056,14.420
-6.106,14.456
-6.157,14.493
-6.258,14.566
-6.309,14.602
-6.359,14.638
-6.410,14.675
-6.460,14.711
-6.511,14.748
-6.561,14.784
-6.612,14.821
-6.663,14.858
-6.764,14.931
-6.814,14.967
-6.865,15.004
-6.915,15.040
-6.966,15.077
-7.016,15.113
-7.067,15.150
-7.117,15.186
-7.168,15.223
-7.218,15.259
-7.319,15.333
-7.370,15.369
-7.420,15.406
-7.471,15.443
-7.521,15.479
-7.572,15.516
-7.622,15.553
-7.673,15.589
-7.723,15.626
-7.774,15.663
-7.874,15.736
-7.925,15.773
-7.976,15.810
-8.026,15.846
-8.076,15.883
-8.127,15.920
-8.177,15.957
-8.228,15.994
-8.278,16.030
-8.329,16.067
-8.429,16.141
-8.480,16.178
-8.530,16.215
-8.581,16.251
-8.631,16.288
-8.681,16.325
-8.732,16.362
-8.782,16.399
-8.832,16.436
-8.883,16.473
-8.984,16.547
-9.034,16.584
-9.084,16.621
-9.135,16.658
-9.185,16.695
-9.235,16.732
-9.286,16.769
-9.336,16.806
-9.386,16.843
-9.487,16.917
-9.537,16.954
-9.588,16.991
-9.638,17.028
-9.688,17.066
-9.738,17.103
-9.789,17.140
-9.839,17.177
-9.889,17.214
-9.939,17.251
-10.040,17.326
-10.090,17.363
-10.141,17.400
-10.191,17.438
-10.241,17.475
-10.291,17.512
-10.341,17.549
-10.392,17.587
-10.442,17.624
-10.492,17.661
-10.593,17.736
-10.643,17.773
-10.693,17.811
-10.743,17.848
-10.793,17.886
-10.843,17.923
-10.894,17.960
-10.944,17.998
-10.994,18.035
-11.094,18.110
-11.144,18.148
-11.194,18.185
-11.245,18.223
-11.295,18.260
-11.345,18.298
-11.395,18.336
-11.445,18.373
-11.495,18.411
-11.545,18.448
-11.645,18.524
-11.696,18.561
-11.746,18.599
-11.796,18.637
-11.846,18.674
-11.896,18.712
-11.946,18.750
-11.996,18.788
-12.046,18.825
-12.096,18.863
-12.196,18.939
-12.246,18.977
-12.296,19.014
-12.346,19.053
-12.396,19.090
-12.446,19.128
-12.496,19.166
-12.546,19.204
-12.596,19.242
-12.646,19.280
-12.746,19.356
-12.795,19.394
-12.845,19.432
-12.895,19.470
-12.945,19.508
-12.995,19.546
-13.045,19.584
-13.095,19.622
-13.145,19.661
-13.244,19.737
-13.294,19.775
-13.344,19.813
-13.394,19.851
-13.444,19.890
-13.494,19.928
-13.543,19.966
-13.593,20.004
-13.643,20.043
-13.693,20.081
-13.792,20.158
-13.842,20.196
-13.892,20.235
-13.942,20.273
-13.991,20.312
-14.041,20.350
-14.091,20.389
-14.141,20.427
-14.190,20.466
-14.240,20.504
-14.339,20.581
-14.389,20.620
-14.439,20.658
-14.489,20.697
-14.538,20.736
-14.588,20.774
-14.638,20.813
-14.687,20.852
-14.737,20.890
-14.786,20.929
-14.886,21.007
-14.935,21.046
-14.985,21.084
-15.034,21.123
-15.084,21.162
-15.134,21.201
-15.183,21.240
-15.233,21.279
-15.282,21.318
-15.381,21.396
-15.431,21.434
-15.481,21.474
-15.530,21.512
-15.579,21.552
-15.629,21.591
-15.678,21.630
-15.728,21.669
-15.777,21.708
-15.827,21.747
-15.926,21.826
-15.975,21.865
-16.024,21.904
-16.074,21.943
-16.123,21.983
-16.173,22.022
-16.222,22.061
-16.271,22.101
-16.321,22.140
-16.370,22.179
-16.469,22.258
-16.518,22.298
-16.568,22.338
-16.617,22.377
-16.666,22.416
-16.715,22.456
-16.765,22.496
-16.814,22.535
-16.863,22.575
-16.962,22.654
-17.011,22.694
-17.060,22.734
-17.109,22.773
-17.159,22.813
-17.208,22.853
-17.257,22.892
-17.306,22.932
-17.355,22.972
-17.404,23.012
-17.503,23.092
-17.552,23.132
-17.601,23.172
-17.650,23.212
-17.699,23.252
-17.748,23.292
-17.798,23.332
-17.846,23.372
-17.896,23.412
-17.944,23.452
-18.042,23.533
-18.092,23.573
-18.141,23.613
-18.190,23.654
-18.239,23.694
-18.288,23.734
-18.337,23.774
-18.386,23.815
-18.434,23.855
-18.483,23.896
-18.581,23.977
-18.630,24.017
-18.679,24.058
-18.728,24.098
-18.777,24.139
-18.826,24.179
-18.874,24.220
-18.923,24.261
-18.972,24.301
-19.070,24.383
-19.119,24.424
-19.167,24.464
-19.216,24.505
-19.265,24.546
-19.314,24.587
-19.362,24.628
-19.411,24.669
-19.460,24.709
-19.508,24.751
